Cust_num,Region,Age,Order Quantity,Customer_Type,Improvement Area,Overall_Satisfaction
5068,NORTH,57,19,Prime,Website UI,Dis Satisfied
5069,NORTH,49,14,Non_Prime,Packing & Shipping,Dis Satisfied
5070,WEST,41,7,Non_Prime,Website UI,Dis Satisfied
5071,SOUTH,19,80,Prime,Website UI,Satisfied
5072,EAST,41,48,Prime,Product Quality,Satisfied
5073,SOUTH,38,99,Prime,Website UI,Satisfied
5074,SOUTH,47,38,Non_Prime,Packing & Shipping,Dis Satisfied
5075,SOUTH,42,95,Prime,Packing & Shipping,Satisfied
5076,WEST,24,73,Non_Prime,Website UI,Satisfied
5077,SOUTH,69,40,Non_Prime,Packing & Shipping,Dis Satisfied
5078,WEST,29,87,Prime,Packing & Shipping,Satisfied
5079,SOUTH,25,72,Prime,Packing & Shipping,Satisfied
5080,WEST,22,100,Prime,Website UI,Satisfied
5081,SOUTH,44,53,Prime,Product Quality,Satisfied
5082,SOUTH,32,50,Prime,Website UI,Satisfied
5083,EAST,26,31,Prime,Product Quality,Satisfied
5084,EAST,37,33,Non_Prime,Packing & Shipping,Dis Satisfied
5085,SOUTH,21,76,Prime,Website UI,Satisfied
5086,WEST,32,19,Non_Prime,Packing & Shipping,Dis Satisfied
5087,EAST,24,75,Prime,Product Quality,Satisfied
5088,NORTH,54,11,Non_Prime,Packing & Shipping,Dis Satisfied
5089,WEST,39,76,Prime,Packing & Shipping,Satisfied
5090,EAST,39,93,Prime,Packing & Shipping,Satisfied
5091,SOUTH,30,45,Prime,Packing & Shipping,Satisfied
5092,SOUTH,45,91,Prime,Packing & Shipping,Satisfied
5093,NORTH,48,12,Non_Prime,Product Quality,Dis Satisfied
5094,EAST,28,57,Prime,Product Quality,Satisfied
5095,NORTH,37,18,Non_Prime,Packing & Shipping,Dis Satisfied
5096,SOUTH,52,23,Non_Prime,Packing & Shipping,Dis Satisfied
5097,SOUTH,63,16,Non_Prime,Website UI,Dis Satisfied
5098,SOUTH,70,10,Non_Prime,Product Quality,Dis Satisfied
5099,EAST,30,21,Prime,Product Quality,Dis Satisfied
5100,NORTH,61,13,Prime,Product Quality,Dis Satisfied
5101,WEST,25,50,Prime,Packing & Shipping,Satisfied
5102,EAST,66,31,Prime,Website UI,Dis Satisfied
5103,NORTH,43,63,Non_Prime,Packing & Shipping,Satisfied
5104,EAST,25,82,Prime,Product Quality,Satisfied
5105,SOUTH,32,51,Prime,Packing & Shipping,Satisfied
5106,WEST,33,13,Prime,Product Quality,Dis Satisfied
5107,NORTH,42,29,Non_Prime,Product Quality,Dis Satisfied
5108,EAST,49,30,Non_Prime,Packing & Shipping,Dis Satisfied
5109,NORTH,46,11,Non_Prime,Website UI,Dis Satisfied
5110,WEST,42,97,Non_Prime,Packing & Shipping,Satisfied
5111,WEST,28,58,Prime,Website UI,Satisfied
5112,SOUTH,37,61,Prime,Product Quality,Satisfied
5113,NORTH,63,26,Prime,Product Quality,Dis Satisfied
5114,NORTH,66,21,Prime,Packing & Shipping,Dis Satisfied
5115,SOUTH,27,93,Prime,Packing & Shipping,Satisfied
5116,NORTH,61,34,Non_Prime,Packing & Shipping,Dis Satisfied
5117,SOUTH,20,34,Prime,Product Quality,Satisfied
5118,NORTH,38,6,Prime,Website UI,Dis Satisfied
5119,WEST,41,26,Non_Prime,Packing & Shipping,Dis Satisfied
5120,EAST,37,77,Prime,Packing & Shipping,Satisfied
5121,WEST,37,5,Non_Prime,Website UI,Dis Satisfied
5122,SOUTH,54,39,Non_Prime,Website UI,Dis Satisfied
5123,SOUTH,32,45,Prime,Packing & Shipping,Satisfied
5124,SOUTH,34,26,Non_Prime,Website UI,Dis Satisfied
5125,EAST,18,75,Prime,Packing & Shipping,Satisfied
5126,WEST,47,39,Non_Prime,Website UI,Dis Satisfied
5127,WEST,38,46,Prime,Product Quality,Satisfied
5128,SOUTH,41,33,Prime,Product Quality,Dis Satisfied
5129,SOUTH,40,29,Non_Prime,Website UI,Dis Satisfied
5130,NORTH,29,69,Prime,Product Quality,Satisfied
5131,WEST,63,13,Non_Prime,Product Quality,Dis Satisfied
5132,WEST,21,83,Prime,Packing & Shipping,Satisfied
5133,WEST,45,11,Non_Prime,Product Quality,Dis Satisfied
5134,WEST,40,26,Prime,Packing & Shipping,Dis Satisfied
5135,WEST,37,32,Non_Prime,Packing & Shipping,Dis Satisfied
5136,NORTH,51,39,Prime,Product Quality,Dis Satisfied
5137,SOUTH,22,52,Prime,Website UI,Satisfied
5138,NORTH,34,32,Non_Prime,Product Quality,Dis Satisfied
5139,WEST,40,9,Prime,Product Quality,Dis Satisfied
5140,WEST,38,42,Prime,Packing & Shipping,Satisfied
5141,NORTH,70,32,Prime,Packing & Shipping,Dis Satisfied
5142,WEST,44,35,Prime,Website UI,Dis Satisfied
5143,WEST,58,29,Prime,Product Quality,Dis Satisfied
5144,NORTH,35,59,Prime,Packing & Shipping,Satisfied
5145,NORTH,52,7,Prime,Website UI,Dis Satisfied
5146,WEST,49,40,Non_Prime,Website UI,Dis Satisfied
5147,WEST,25,60,Non_Prime,Product Quality,Satisfied
5148,SOUTH,19,67,Prime,Website UI,Satisfied
5149,WEST,48,7,Non_Prime,Packing & Shipping,Dis Satisfied
5150,EAST,59,37,Prime,Packing & Shipping,Dis Satisfied
5151,EAST,41,80,Prime,Product Quality,Satisfied
5152,WEST,67,16,Non_Prime,Product Quality,Dis Satisfied
5153,NORTH,39,64,Prime,Product Quality,Satisfied
5154,WEST,60,16,Prime,Website UI,Dis Satisfied
5155,NORTH,49,23,Prime,Packing & Shipping,Dis Satisfied
5156,NORTH,39,16,Non_Prime,Website UI,Dis Satisfied
5157,SOUTH,37,94,Prime,Product Quality,Satisfied
5158,EAST,64,33,Non_Prime,Website UI,Dis Satisfied
5159,SOUTH,30,60,Prime,Packing & Shipping,Satisfied
5160,WEST,31,41,Prime,Website UI,Satisfied
5161,EAST,33,21,Prime,Product Quality,Dis Satisfied
5162,EAST,22,64,Prime,Product Quality,Satisfied
5163,SOUTH,60,34,Non_Prime,Product Quality,Dis Satisfied
5164,NORTH,31,30,Non_Prime,Product Quality,Dis Satisfied
5165,EAST,37,76,Prime,Product Quality,Satisfied
5166,SOUTH,18,42,Non_Prime,Product Quality,Satisfied
5167,WEST,40,79,Prime,Product Quality,Satisfied
5168,NORTH,58,33,Prime,Website UI,Dis Satisfied
5169,WEST,51,32,Non_Prime,Website UI,Dis Satisfied
5170,SOUTH,42,28,Non_Prime,Product Quality,Dis Satisfied
5171,NORTH,54,30,Non_Prime,Product Quality,Dis Satisfied
5172,EAST,31,28,Non_Prime,Packing & Shipping,Dis Satisfied
5173,NORTH,37,50,Prime,Website UI,Satisfied
5174,EAST,38,35,Prime,Website UI,Satisfied
5175,SOUTH,27,87,Prime,Website UI,Satisfied
5176,WEST,55,31,Non_Prime,Product Quality,Dis Satisfied
5177,SOUTH,40,72,Prime,Packing & Shipping,Satisfied
5178,WEST,35,73,Prime,Website UI,Satisfied
5179,WEST,63,32,Prime,Product Quality,Dis Satisfied
5180,NORTH,33,15,Non_Prime,Product Quality,Dis Satisfied
5181,SOUTH,45,22,Non_Prime,Product Quality,Dis Satisfied
5182,WEST,50,26,Non_Prime,Website UI,Dis Satisfied
5183,EAST,23,95,Non_Prime,Website UI,Satisfied
5184,NORTH,29,35,Non_Prime,Packing & Shipping,Satisfied
5185,NORTH,40,8,Non_Prime,Product Quality,Dis Satisfied
5186,SOUTH,40,28,Prime,Product Quality,Dis Satisfied
5187,WEST,47,22,Prime,Product Quality,Dis Satisfied
5188,NORTH,40,100,Prime,Website UI,Satisfied
5189,SOUTH,40,18,Prime,Product Quality,Dis Satisfied
5190,SOUTH,39,10,Non_Prime,Packing & Shipping,Dis Satisfied
5191,WEST,65,28,Non_Prime,Product Quality,Dis Satisfied
5192,WEST,21,97,Prime,Product Quality,Satisfied
5193,WEST,23,81,Non_Prime,Packing & Shipping,Satisfied
5194,SOUTH,69,33,Prime,Product Quality,Dis Satisfied
5195,NORTH,40,16,Prime,Website UI,Dis Satisfied
5196,NORTH,67,32,Prime,Website UI,Dis Satisfied
5197,SOUTH,52,14,Prime,Packing & Shipping,Dis Satisfied
5198,EAST,42,19,Non_Prime,Packing & Shipping,Dis Satisfied
5199,NORTH,30,9,Non_Prime,Product Quality,Dis Satisfied
5200,WEST,62,35,Prime,Packing & Shipping,Dis Satisfied
5201,WEST,53,10,Prime,Packing & Shipping,Dis Satisfied
5202,SOUTH,30,36,Non_Prime,Website UI,Dis Satisfied
5203,WEST,65,20,Prime,Website UI,Dis Satisfied
5204,WEST,19,35,Prime,Product Quality,Satisfied
5205,NORTH,37,31,Prime,Website UI,Satisfied
5206,SOUTH,28,31,Prime,Packing & Shipping,Satisfied
5207,NORTH,66,28,Prime,Product Quality,Dis Satisfied
5208,NORTH,43,68,Prime,Product Quality,Satisfied
5209,WEST,33,21,Prime,Product Quality,Dis Satisfied
5210,WEST,35,31,Prime,Website UI,Dis Satisfied
5211,WEST,35,33,Prime,Website UI,Satisfied
5212,SOUTH,43,45,Prime,Packing & Shipping,Satisfied
5213,NORTH,55,11,Non_Prime,Website UI,Dis Satisfied
5214,NORTH,43,31,Prime,Product Quality,Satisfied
5215,SOUTH,40,61,Prime,Website UI,Satisfied
5216,NORTH,34,71,Prime,Product Quality,Satisfied
5217,WEST,61,40,Non_Prime,Product Quality,Dis Satisfied
5218,WEST,19,76,Prime,Packing & Shipping,Satisfied
5219,NORTH,45,36,Prime,Website UI,Dis Satisfied
5220,WEST,60,17,Prime,Website UI,Dis Satisfied
5221,EAST,24,31,Prime,Packing & Shipping,Satisfied
5222,WEST,55,39,Non_Prime,Product Quality,Dis Satisfied
5223,NORTH,62,36,Non_Prime,Website UI,Dis Satisfied
5224,NORTH,45,34,Prime,Product Quality,Dis Satisfied
5225,EAST,38,31,Non_Prime,Product Quality,Dis Satisfied
5226,SOUTH,49,21,Non_Prime,Product Quality,Dis Satisfied
5227,NORTH,55,21,Non_Prime,Website UI,Dis Satisfied
5228,WEST,25,85,Non_Prime,Packing & Shipping,Satisfied
5229,WEST,41,42,Prime,Product Quality,Satisfied
5230,NORTH,37,20,Non_Prime,Product Quality,Dis Satisfied
5231,NORTH,53,31,Prime,Packing & Shipping,Dis Satisfied
5232,SOUTH,37,63,Prime,Packing & Shipping,Satisfied
5233,NORTH,43,87,Non_Prime,Product Quality,Satisfied
5234,WEST,43,76,Prime,Website UI,Satisfied
5235,SOUTH,26,67,Prime,Website UI,Satisfied
5236,SOUTH,38,18,Prime,Website UI,Dis Satisfied
5237,NORTH,43,26,Prime,Product Quality,Dis Satisfied
5238,WEST,39,19,Non_Prime,Product Quality,Dis Satisfied
5239,SOUTH,50,29,Prime,Website UI,Dis Satisfied
5240,SOUTH,64,16,Non_Prime,Website UI,Dis Satisfied
5241,EAST,29,91,Prime,Packing & Shipping,Satisfied
5242,SOUTH,64,18,Non_Prime,Product Quality,Dis Satisfied
5243,EAST,32,99,Prime,Packing & Shipping,Satisfied
5244,NORTH,34,32,Non_Prime,Product Quality,Dis Satisfied
5245,EAST,42,45,Prime,Product Quality,Satisfied
5246,SOUTH,60,39,Prime,Website UI,Dis Satisfied
5247,SOUTH,22,58,Prime,Website UI,Satisfied
5248,EAST,38,56,Prime,Packing & Shipping,Satisfied
5249,WEST,44,86,Prime,Website UI,Satisfied
5250,NORTH,36,92,Prime,Packing & Shipping,Satisfied
5251,NORTH,66,21,Prime,Website UI,Dis Satisfied
5252,SOUTH,33,22,Prime,Packing & Shipping,Dis Satisfied
5253,EAST,44,59,Non_Prime,Website UI,Satisfied
5254,NORTH,44,41,Prime,Website UI,Satisfied
5255,NORTH,43,18,Non_Prime,Website UI,Dis Satisfied
5256,SOUTH,40,41,Prime,Product Quality,Satisfied
5257,WEST,38,35,Non_Prime,Website UI,Dis Satisfied
5258,WEST,61,19,Prime,Packing & Shipping,Dis Satisfied
5259,EAST,63,35,Prime,Packing & Shipping,Dis Satisfied
5260,SOUTH,50,33,Prime,Product Quality,Dis Satisfied
5261,NORTH,35,31,Prime,Product Quality,Dis Satisfied
5262,WEST,23,82,Prime,Product Quality,Satisfied
5263,SOUTH,45,89,Prime,Product Quality,Satisfied
5264,NORTH,34,40,Prime,Product Quality,Satisfied
5265,WEST,45,22,Prime,Packing & Shipping,Dis Satisfied
5266,WEST,64,8,Non_Prime,Packing & Shipping,Dis Satisfied
5267,EAST,27,96,Prime,Packing & Shipping,Satisfied
5268,WEST,32,7,Prime,Product Quality,Dis Satisfied
5269,EAST,41,16,Non_Prime,Packing & Shipping,Dis Satisfied
5270,EAST,40,68,Prime,Website UI,Satisfied
5271,SOUTH,62,28,Non_Prime,Packing & Shipping,Dis Satisfied
5272,NORTH,29,77,Prime,Packing & Shipping,Satisfied
5273,WEST,61,22,Prime,Packing & Shipping,Dis Satisfied
5274,NORTH,20,63,Prime,Website UI,Satisfied
5275,NORTH,36,33,Prime,Website UI,Satisfied
5276,EAST,51,25,Prime,Website UI,Dis Satisfied
5277,WEST,70,28,Non_Prime,Website UI,Dis Satisfied
5278,NORTH,51,15,Prime,Website UI,Dis Satisfied
5279,NORTH,50,34,Non_Prime,Packing & Shipping,Dis Satisfied
5280,SOUTH,18,99,Prime,Packing & Shipping,Satisfied
5281,WEST,66,28,Non_Prime,Product Quality,Dis Satisfied
5282,EAST,40,66,Non_Prime,Website UI,Satisfied
5283,NORTH,65,25,Non_Prime,Product Quality,Dis Satisfied
5284,NORTH,21,51,Prime,Product Quality,Satisfied
5285,SOUTH,38,94,Prime,Product Quality,Satisfied
5286,WEST,18,30,Prime,Product Quality,Satisfied
5287,WEST,43,34,Prime,Website UI,Satisfied
5288,NORTH,31,14,Prime,Product Quality,Dis Satisfied
5289,WEST,22,61,Non_Prime,Product Quality,Satisfied
5290,NORTH,18,60,Non_Prime,Website UI,Satisfied
5291,SOUTH,61,15,Non_Prime,Product Quality,Dis Satisfied
5292,NORTH,42,8,Non_Prime,Packing & Shipping,Dis Satisfied
5293,SOUTH,70,19,Non_Prime,Product Quality,Dis Satisfied
5294,SOUTH,31,85,Non_Prime,Website UI,Satisfied
5295,WEST,31,38,Non_Prime,Packing & Shipping,Dis Satisfied
5296,EAST,22,54,Prime,Packing & Shipping,Satisfied
5297,WEST,37,82,Prime,Website UI,Satisfied
5298,SOUTH,19,71,Prime,Website UI,Satisfied
5299,SOUTH,44,57,Prime,Website UI,Satisfied
5300,NORTH,65,20,Non_Prime,Website UI,Dis Satisfied
5301,NORTH,70,26,Prime,Packing & Shipping,Dis Satisfied
5302,WEST,59,10,Non_Prime,Website UI,Dis Satisfied
5303,NORTH,22,90,Non_Prime,Packing & Shipping,Satisfied
5304,EAST,33,29,Non_Prime,Website UI,Dis Satisfied
5305,WEST,36,5,Non_Prime,Packing & Shipping,Dis Satisfied
5306,WEST,47,35,Prime,Website UI,Dis Satisfied
5307,WEST,56,24,Non_Prime,Product Quality,Dis Satisfied
5308,WEST,21,46,Prime,Website UI,Satisfied
5309,SOUTH,23,100,Prime,Packing & Shipping,Satisfied
5310,EAST,21,62,Prime,Product Quality,Satisfied
5311,NORTH,36,60,Prime,Product Quality,Satisfied
5312,WEST,22,91,Prime,Website UI,Satisfied
5313,SOUTH,21,93,Non_Prime,Website UI,Satisfied
5314,NORTH,66,18,Non_Prime,Website UI,Dis Satisfied
5315,WEST,37,30,Prime,Website UI,Satisfied
5316,WEST,37,15,Prime,Packing & Shipping,Dis Satisfied
5317,SOUTH,43,67,Prime,Packing & Shipping,Satisfied
5318,EAST,39,21,Prime,Product Quality,Dis Satisfied
5319,EAST,24,40,Non_Prime,Product Quality,Satisfied
5320,SOUTH,29,48,Prime,Packing & Shipping,Satisfied
5321,SOUTH,18,48,Non_Prime,Product Quality,Satisfied
5322,EAST,33,75,Prime,Product Quality,Satisfied
5323,NORTH,49,26,Non_Prime,Website UI,Dis Satisfied
5324,WEST,44,8,Non_Prime,Packing & Shipping,Dis Satisfied
5325,SOUTH,30,65,Prime,Product Quality,Satisfied
5326,SOUTH,21,81,Prime,Packing & Shipping,Satisfied
5327,WEST,23,87,Prime,Website UI,Satisfied
5328,SOUTH,34,42,Prime,Product Quality,Satisfied
5329,SOUTH,29,81,Prime,Product Quality,Satisfied
5330,NORTH,19,46,Prime,Product Quality,Satisfied
5331,NORTH,19,56,Prime,Product Quality,Satisfied
5332,NORTH,53,28,Prime,Packing & Shipping,Dis Satisfied
5333,NORTH,49,18,Non_Prime,Website UI,Dis Satisfied
5334,WEST,56,29,Prime,Packing & Shipping,Dis Satisfied
5335,SOUTH,54,16,Prime,Product Quality,Dis Satisfied
5336,SOUTH,43,78,Prime,Product Quality,Satisfied
5337,WEST,29,32,Prime,Product Quality,Satisfied
5338,NORTH,58,27,Non_Prime,Website UI,Dis Satisfied
5339,SOUTH,40,57,Prime,Website UI,Satisfied
5340,SOUTH,68,37,Prime,Product Quality,Dis Satisfied
5341,NORTH,33,61,Prime,Packing & Shipping,Satisfied
5342,NORTH,38,11,Non_Prime,Product Quality,Dis Satisfied
5343,SOUTH,42,65,Prime,Website UI,Satisfied
5344,WEST,23,55,Non_Prime,Packing & Shipping,Satisfied
5345,EAST,20,30,Prime,Packing & Shipping,Satisfied
5346,EAST,23,54,Prime,Website UI,Satisfied
5347,WEST,25,92,Prime,Website UI,Satisfied
5348,SOUTH,34,85,Prime,Packing & Shipping,Satisfied
5349,WEST,38,42,Non_Prime,Product Quality,Satisfied
5350,NORTH,46,7,Non_Prime,Packing & Shipping,Dis Satisfied
5351,SOUTH,62,33,Prime,Website UI,Dis Satisfied
5352,SOUTH,32,87,Prime,Product Quality,Satisfied
5353,SOUTH,36,59,Prime,Packing & Shipping,Satisfied
5354,NORTH,60,38,Non_Prime,Website UI,Dis Satisfied
5355,NORTH,44,72,Non_Prime,Product Quality,Satisfied
5356,WEST,44,7,Prime,Packing & Shipping,Dis Satisfied
5357,NORTH,58,30,Non_Prime,Website UI,Dis Satisfied
5358,WEST,35,9,Non_Prime,Packing & Shipping,Dis Satisfied
5359,NORTH,48,35,Non_Prime,Packing & Shipping,Dis Satisfied
5360,SOUTH,42,29,Non_Prime,Product Quality,Dis Satisfied
5361,EAST,57,22,Prime,Packing & Shipping,Dis Satisfied
5362,SOUTH,34,38,Non_Prime,Product Quality,Dis Satisfied
5363,EAST,65,32,Non_Prime,Product Quality,Dis Satisfied
5364,WEST,65,7,Prime,Product Quality,Dis Satisfied
5365,WEST,36,73,Prime,Product Quality,Satisfied
5366,NORTH,32,62,Prime,Product Quality,Satisfied
5367,WEST,37,83,Prime,Packing & Shipping,Satisfied
5368,NORTH,43,39,Prime,Product Quality,Satisfied
5369,SOUTH,56,16,Non_Prime,Website UI,Dis Satisfied
5370,WEST,29,46,Prime,Product Quality,Satisfied
5371,SOUTH,51,19,Non_Prime,Packing & Shipping,Dis Satisfied
5372,EAST,37,47,Prime,Product Quality,Satisfied
5373,WEST,67,5,Non_Prime,Packing & Shipping,Dis Satisfied
5374,WEST,54,14,Prime,Website UI,Dis Satisfied
5375,SOUTH,38,70,Non_Prime,Packing & Shipping,Satisfied
5376,WEST,42,83,Prime,Website UI,Satisfied
5377,NORTH,39,8,Prime,Website UI,Dis Satisfied
5378,EAST,23,47,Prime,Website UI,Satisfied
5379,SOUTH,24,51,Prime,Product Quality,Satisfied
5380,NORTH,37,81,Prime,Product Quality,Satisfied
5381,WEST,25,63,Prime,Website UI,Satisfied
5382,SOUTH,26,87,Prime,Packing & Shipping,Satisfied
5383,WEST,26,43,Non_Prime,Packing & Shipping,Satisfied
5384,SOUTH,57,14,Non_Prime,Packing & Shipping,Dis Satisfied
5385,SOUTH,41,97,Non_Prime,Packing & Shipping,Satisfied
5386,NORTH,23,71,Prime,Product Quality,Satisfied
5387,SOUTH,70,21,Non_Prime,Website UI,Dis Satisfied
5388,NORTH,25,92,Prime,Website UI,Satisfied
5389,NORTH,37,58,Prime,Product Quality,Satisfied
5390,SOUTH,32,80,Prime,Website UI,Satisfied
5391,SOUTH,44,50,Prime,Packing & Shipping,Satisfied
5392,EAST,66,8,Prime,Product Quality,Dis Satisfied
5393,NORTH,63,27,Non_Prime,Packing & Shipping,Dis Satisfied
5394,WEST,31,67,Prime,Packing & Shipping,Satisfied
5395,NORTH,23,33,Non_Prime,Website UI,Satisfied
5396,WEST,51,11,Prime,Packing & Shipping,Dis Satisfied
5397,NORTH,45,87,Non_Prime,Packing & Shipping,Satisfied
5398,NORTH,48,37,Non_Prime,Packing & Shipping,Dis Satisfied
5399,WEST,44,82,Prime,Packing & Shipping,Satisfied
5400,NORTH,31,24,Non_Prime,Website UI,Dis Satisfied
5401,WEST,32,33,Non_Prime,Packing & Shipping,Dis Satisfied
5402,NORTH,53,30,Prime,Packing & Shipping,Dis Satisfied
5403,SOUTH,26,48,Prime,Product Quality,Satisfied
5404,SOUTH,66,23,Non_Prime,Product Quality,Dis Satisfied
5405,EAST,19,46,Prime,Product Quality,Satisfied
5406,NORTH,50,35,Prime,Product Quality,Dis Satisfied
5407,NORTH,30,22,Non_Prime,Product Quality,Dis Satisfied
5408,SOUTH,22,58,Prime,Website UI,Satisfied
5409,SOUTH,56,11,Prime,Product Quality,Dis Satisfied
5410,SOUTH,40,62,Prime,Packing & Shipping,Satisfied
5411,NORTH,32,10,Non_Prime,Product Quality,Dis Satisfied
5412,SOUTH,52,30,Prime,Packing & Shipping,Dis Satisfied
5413,WEST,36,34,Prime,Product Quality,Dis Satisfied
5414,WEST,45,94,Prime,Packing & Shipping,Satisfied
5415,WEST,42,99,Prime,Packing & Shipping,Satisfied
5416,EAST,23,92,Non_Prime,Website UI,Satisfied
5417,NORTH,25,33,Prime,Packing & Shipping,Satisfied
5418,WEST,20,60,Prime,Product Quality,Satisfied
5419,EAST,22,87,Prime,Product Quality,Satisfied
5420,WEST,39,35,Non_Prime,Website UI,Dis Satisfied
5421,NORTH,68,5,Non_Prime,Product Quality,Dis Satisfied
5422,SOUTH,40,36,Prime,Product Quality,Satisfied
5423,WEST,36,33,Non_Prime,Product Quality,Dis Satisfied
5424,EAST,67,11,Prime,Product Quality,Dis Satisfied
5425,NORTH,63,15,Non_Prime,Website UI,Dis Satisfied
5426,SOUTH,36,57,Prime,Website UI,Satisfied
5427,NORTH,43,25,Non_Prime,Website UI,Dis Satisfied
5428,WEST,42,13,Prime,Product Quality,Dis Satisfied
5429,NORTH,41,20,Non_Prime,Product Quality,Dis Satisfied
5430,SOUTH,69,17,Non_Prime,Website UI,Dis Satisfied
5431,WEST,39,19,Non_Prime,Product Quality,Dis Satisfied
5432,EAST,64,29,Non_Prime,Packing & Shipping,Dis Satisfied
5433,WEST,52,8,Non_Prime,Product Quality,Dis Satisfied
5434,EAST,39,74,Prime,Website UI,Satisfied
5435,NORTH,59,37,Non_Prime,Packing & Shipping,Dis Satisfied
5436,EAST,45,98,Prime,Website UI,Satisfied
5437,WEST,57,7,Non_Prime,Product Quality,Dis Satisfied
5438,NORTH,55,26,Non_Prime,Packing & Shipping,Dis Satisfied
5439,EAST,38,23,Prime,Packing & Shipping,Dis Satisfied
5440,NORTH,39,14,Non_Prime,Website UI,Dis Satisfied
5441,WEST,48,10,Non_Prime,Product Quality,Dis Satisfied
5442,NORTH,62,9,Non_Prime,Packing & Shipping,Dis Satisfied
5443,SOUTH,53,18,Non_Prime,Website UI,Dis Satisfied
5444,EAST,38,29,Non_Prime,Website UI,Dis Satisfied
5445,SOUTH,41,30,Non_Prime,Packing & Shipping,Dis Satisfied
5446,SOUTH,66,34,Prime,Packing & Shipping,Dis Satisfied
5447,NORTH,60,35,Non_Prime,Product Quality,Dis Satisfied
5448,WEST,50,18,Non_Prime,Packing & Shipping,Dis Satisfied
5449,WEST,53,31,Non_Prime,Website UI,Dis Satisfied
5450,SOUTH,66,6,Non_Prime,Website UI,Dis Satisfied
5451,WEST,59,36,Non_Prime,Website UI,Dis Satisfied
5452,NORTH,31,96,Prime,Website UI,Satisfied
5453,EAST,35,24,Non_Prime,Product Quality,Dis Satisfied
5454,WEST,30,32,Non_Prime,Packing & Shipping,Dis Satisfied
5455,WEST,40,14,Non_Prime,Website UI,Dis Satisfied
5456,EAST,41,16,Non_Prime,Packing & Shipping,Dis Satisfied
5457,NORTH,22,88,Non_Prime,Packing & Shipping,Satisfied
5458,EAST,46,14,Non_Prime,Packing & Shipping,Dis Satisfied
5459,WEST,43,33,Prime,Website UI,Dis Satisfied
5460,SOUTH,23,56,Prime,Website UI,Satisfied
5461,SOUTH,45,20,Non_Prime,Product Quality,Dis Satisfied
5462,NORTH,33,34,Prime,Website UI,Dis Satisfied
5463,NORTH,64,26,Prime,Website UI,Dis Satisfied
5464,SOUTH,19,88,Prime,Website UI,Satisfied
5465,EAST,38,97,Prime,Website UI,Satisfied
5466,WEST,34,72,Prime,Packing & Shipping,Satisfied
5467,NORTH,58,36,Non_Prime,Packing & Shipping,Dis Satisfied
5468,EAST,22,31,Non_Prime,Packing & Shipping,Satisfied
5469,NORTH,33,76,Prime,Website UI,Satisfied
5470,NORTH,37,63,Prime,Product Quality,Satisfied
5471,NORTH,23,50,Prime,Website UI,Satisfied
5472,EAST,35,44,Prime,Packing & Shipping,Satisfied
5473,NORTH,21,54,Non_Prime,Website UI,Satisfied
5474,NORTH,44,18,Non_Prime,Product Quality,Dis Satisfied
5475,SOUTH,33,73,Prime,Packing & Shipping,Satisfied
5476,NORTH,56,36,Non_Prime,Product Quality,Dis Satisfied
5477,WEST,64,39,Non_Prime,Packing & Shipping,Dis Satisfied
5478,WEST,51,36,Non_Prime,Website UI,Dis Satisfied
5479,EAST,27,75,Non_Prime,Packing & Shipping,Satisfied
5480,EAST,26,58,Prime,Website UI,Satisfied
5481,NORTH,41,72,Prime,Website UI,Satisfied
5482,SOUTH,36,12,Prime,Packing & Shipping,Dis Satisfied
5483,WEST,32,97,Prime,Packing & Shipping,Satisfied
5484,SOUTH,61,28,Non_Prime,Packing & Shipping,Dis Satisfied
5485,NORTH,37,50,Prime,Website UI,Satisfied
5486,EAST,60,16,Prime,Packing & Shipping,Dis Satisfied
5487,SOUTH,41,53,Prime,Website UI,Satisfied
5488,EAST,65,18,Prime,Website UI,Dis Satisfied
5489,SOUTH,31,35,Prime,Packing & Shipping,Satisfied
5490,WEST,37,36,Non_Prime,Product Quality,Dis Satisfied
5491,NORTH,19,40,Prime,Product Quality,Satisfied
5492,NORTH,66,40,Non_Prime,Website UI,Dis Satisfied
5493,SOUTH,42,39,Prime,Packing & Shipping,Satisfied
5494,NORTH,41,26,Non_Prime,Packing & Shipping,Dis Satisfied
5495,SOUTH,20,30,Prime,Packing & Shipping,Satisfied
5496,NORTH,27,75,Non_Prime,Packing & Shipping,Satisfied
5497,WEST,62,29,Prime,Product Quality,Dis Satisfied
5498,WEST,30,35,Prime,Product Quality,Satisfied
5499,WEST,33,12,Non_Prime,Website UI,Dis Satisfied
5500,SOUTH,45,57,Non_Prime,Website UI,Satisfied
5501,EAST,53,35,Non_Prime,Packing & Shipping,Dis Satisfied
5502,WEST,38,25,Prime,Website UI,Dis Satisfied
5503,WEST,31,25,Non_Prime,Packing & Shipping,Dis Satisfied
5504,WEST,43,71,Prime,Product Quality,Satisfied
5505,SOUTH,31,81,Prime,Packing & Shipping,Satisfied
5506,SOUTH,56,18,Non_Prime,Product Quality,Dis Satisfied
5507,SOUTH,28,46,Prime,Product Quality,Satisfied
5508,EAST,44,53,Non_Prime,Packing & Shipping,Satisfied
5509,WEST,40,32,Prime,Website UI,Dis Satisfied
5510,WEST,30,54,Non_Prime,Packing & Shipping,Satisfied
5511,WEST,55,33,Non_Prime,Website UI,Dis Satisfied
5512,NORTH,44,68,Non_Prime,Product Quality,Satisfied
